;;;;;;A00-B99;A15-A19,B90;A39;B15-B19;B20-B24;C00-D48;C00-C97;C00-C14;C15;C16;C18;C19-C21;C22-C25;C22;C25;C32-C34;C34;C43,C44;C43;C50;C51-C68;C53;C54-C55;C56;C61;C64;C67;C81-C96;C91-C95;D10-D36;D50-D89;E00-E90;E10-E14;F00-F99;F10;F11-F16,F18-F19;G00-H95;G00-G03;I00-I99;I10-I15;I20-I25;I21,I22;I30-I33,I39-I52;I34-I38;I60-I69;I64;I70-I79;J00-J99;J10-J11;J12-J18;J40-J47;J45-J46;K00-K93;K25-K28;K70-K77;K70,K73-K74;L00-L99;M00-M99;M05-M06,M15-M19;N00-N99;N00-N29;O00-O99;P00-P96;Q00-Q99;Q00-Q07;Q20-Q28;R00-R99;R95;R96-R99;A00-T98;V01-V99;W00-W19;W65-W74;X00-X09;X40-X49;X60-X84;X85-Y09;Y10-Y34;V-X59,Y40-86,88;V01-Y98
;;;;;;Best. infektiöse u. parasitäre Krankheiten (KH);Tuberkulose einschl. ihrer Folgezustände;Meningokokkeninfektion;Virushepatitis;HIV-Krankheit;Neubildungen;Bösartige Neubildungen (BN);BN d. Lippe, d. Mundhöhle u. d. Pharynx;BN des Ösophagus;BN des Magens;BN des Dickdarms;BN des Rektums u. d. Anus u. a. Rektosigmoid;BN der Leber, der Gallenwege und des Pankreas;BN der Leber u. d. intrahepatischen Gallengänge;BN des Pankreas;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;BN der Bronchien und Lunge;Melanom und sonstige BN der Haut;Bösartiges Melanom der Haut;BN der Brustdrüse;BN der Genital- und Harnorgane;BN der Cervix uteri;BN des Corpus uteri u. Uterus, Teil n. n. bez.;BN des Ovars;BN der Prostata;BN der Niere, ausgenommen Nierenbecken;BN der Harnblase;BN d. lymphat., blutbild. u. verwandten Gewebes;Leukämie;Gutartige Neubildungen;KH d. Blutes, blutbild. Org., best. Störungen(...);Endokrine, Ernährungs- u. Stoffwechselkrankh.;Diabetes mellitus;Psychische und Verhaltensstörungen;Psychische u. Verhaltensstörungen durch Alkohol;Psychische u. Verhaltensst. d. a. psychot. Subst.;Krankheiten d. Nervensystems u. d. Sinnesorgane;Meningitis;Krankheiten des Kreislaufsystems;Hypertonie (Hochdruckkrankheit);Ischämische Herzkrankheiten;Akuter Myokardinfarkt, Rezidiv. Myokardinfarkt;Sonstige Formen der Herzkrankheit;Sonstige Krankheiten des Endokards;Zerebrovaskuläre Krankheiten;Schlaganfall, nicht als Blutung oder Infarkt bez.;Krankheiten der Arterien, Arteriolen und Kapillare;Krankheiten des Atmungssystems;Grippe;Pneumonie;Chronische Krankheiten der unteren Atemwege;Asthma;Krankheiten des Verdauungssystems;Ulcus ventriculi, duodeni, pepticum, peptic. jejun;Krankheiten der Leber;Alkoh.Leberkh., Chron.Hepatitis, Leberfibr- u.-zir;Krankheiten der Haut und der Unterhaut;Kh d. Muskel-Skelett-Syst. u. d. Bindegewebes;Chronische Polyarthritis und Arthrose;Krankheiten des Urogenitalsystems;Krankheiten der Niere;Schwangerschaft, Geburt und Wochenbett;Best. Zust. d. i. Ursprung i. d. Perinatalp. haben;Angeb.Fehlbild., Deformit. u. Chromosomenanom.;Angeborene Fehlbildungen des Nervensystems;Angeborene Fehlbildungen des Kreislaufsystems;Symptome, abnorme klin. u. Laborbefunde (a.n.k.);Plötzlicher Kindstod;Sonst. ungenau bez. u. unbek. Todesursachen;Insgesamt;Transportmittelunfälle;Stürze;Ertrinken und Untergehen;Exposition gegenüber Rauch, Feuer und Flammen;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);Vorsätzliche Selbstbeschädigung;Tätlicher Angriff;Ereignis, dessen nähere Umstände unbest. sind;Unfälle einschl. Spätfolgen;Äußere Ursachen von Morbidität und Mortalität
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Köln, Regierungsbezirk;Rheinisch-Bergischer Kreis;Anzahl;97;2;-;3;-;879;863;20;16;34;53;31;115;25;85;203;198;19;16;67;151;2;5;24;64;15;22;67;24;3;9;60;40;100;17;3;94;-;1076;78;288;134;300;35;206;60;117;234;-;67;105;6;121;9;40;36;8;4;1;80;60;-;7;7;-;2;142;-;114;3019;3;40;-;2;1;31;-;5;65;101
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Köln, Regierungsbezirk;Rhein-Sieg-Kreis;Anzahl;172;1;-;4;4;1602;1576;31;46;49;114;56;188;49;120;384;375;36;31;141;273;5;17;45;96;40;25;116;38;2;11;96;76;184;28;3;140;1;2193;129;685;330;603;101;371;154;195;515;-;102;241;7;201;11;67;63;14;9;-;194;138;1;4;10;1;2;242;-;211;5782;17;68;3;2;3;66;1;6;121;194
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Münster, Regierungsbezirk;Insgesamt;Anzahl;794;10;1;28;10;7501;7391;144;178;298;613;297;825;227;514;1716;1661;106;87;612;1290;45;70;186;442;170;163;585;224;11;70;618;393;858;130;29;777;4;9696;855;2743;1349;2775;331;1573;461;848;2318;1;628;1082;30;1244;65;395;362;89;58;5;884;632;-;48;54;5;11;1292;6;1053;27239;109;269;4;6;16;257;15;81;584;938
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Münster, Regierungsbezirk;Bottrop, krfr. Stadt;Anzahl;42;-;-;2;1;429;425;13;3;24;30;16;45;12;29;106;100;5;4;40;77;5;6;9;22;10;10;27;9;1;4;38;24;36;8;1;33;-;532;39;165;87;156;13;85;19;53;96;-;33;42;-;65;1;19;18;1;1;-;47;37;-;3;2;-;1;103;-;84;1475;-;16;-;-;2;9;-;3;31;43
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Münster, Regierungsbezirk;Gelsenkirchen, krfr. Stadt;Anzahl;108;1;-;1;2;884;873;17;21;32;72;34;93;35;49;231;223;13;10;70;141;7;9;23;46;17;18;73;37;1;4;65;41;95;15;6;62;-;1180;91;368;194;356;31;185;46;74;294;-;79;150;4;176;7;72;69;14;7;-;97;68;-;6;8;-;1;180;2;169;3268;7;28;-;2;3;23;2;4;59;88
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Münster, Regierungsbezirk;Münster, krfr. Stadt;Anzahl;76;-;-;4;1;765;751;19;19;34;64;21;104;31;63;140;136;11;9;74;129;3;4;18;39;14;20;54;21;2;9;61;34;82;13;5;113;-;793;84;175;73;213;37;162;37;82;222;-;59;96;3;117;6;37;34;10;3;-;88;60;-;5;2;-;-;104;1;81;2582;9;38;1;1;1;39;4;11;78;132
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Münster, Regierungsbezirk;Borken, Kreis;Anzahl;77;1;-;1;1;932;919;11;25;31;93;40;92;22;59;187;181;12;10;77;188;4;3;28;77;30;13;70;30;1;7;44;35;109;16;2;75;-;1231;81;367;205;356;64;176;60;111;373;-;84;162;1;116;5;31;31;11;4;-;103;73;-;8;14;1;3;197;1;179;3407;21;29;1;-;-;28;1;9;68;106
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Münster, Regierungsbezirk;Coesfeld, Kreis;Anzahl;64;-;-;1;-;598;592;8;12;22;40;30;66;16;44;136;126;7;4;63;92;1;8;14;26;13;14;50;15;1;8;45;34;80;9;3;85;1;733;64;208;101;162;21;146;51;77;185;1;48;94;3;103;7;19;17;11;3;1;72;53;-;2;7;1;2;98;-;61;2179;19;26;-;-;1;17;-;4;64;85
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Münster, Regierungsbezirk;Recklinghausen, Kreis;Anzahl;252;5;1;13;3;1979;1945;47;46;81;157;81;220;64;130;478;472;30;23;139;330;16;18;51;100;47;43;148;59;4;17;198;117;206;38;7;209;2;2832;291;772;369;906;67;405;108;253;560;-;164;271;9;364;17;126;113;29;22;2;265;189;-;12;9;2;1;328;1;257;7509;15;70;1;1;3;66;3;21;137;227
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Münster, Regierungsbezirk;Steinfurt, Kreis;Anzahl;106;3;-;3;1;1120;1100;21;30;40;92;39;113;24;79;261;251;15;14;85;198;5;13;24;81;22;27;97;35;-;17;123;81;153;16;4;122;1;1464;145;426;207;352;69;253;82;106;320;-;90;153;8;175;9;56;48;8;8;1;128;87;-;10;7;1;3;175;1;130;4101;25;34;1;1;2;52;5;17;90;165
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Münster, Regierungsbezirk;Warendorf, Kreis;Anzahl;69;-;-;3;1;794;786;8;22;34;65;36;92;23;61;177;172;13;13;64;135;4;9;19;51;17;18;66;18;1;4;44;27;97;15;1;78;-;931;60;262;113;274;29;161;58;92;268;-;71;114;2;128;13;35;32;5;10;1;84;65;-;2;5;-;-;107;-;92;2718;13;28;-;1;4;23;-;12;57;92
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Detmold, Regierungsbezirk;Insgesamt;Anzahl;551;9;1;22;5;5591;5483;120;152;210;470;196;635;162;394;1129;1093;101;87;439;1046;31;75;128;373;137;158;421;182;10;48;512;349;711;151;15;582;1;8397;766;2340;1052;2486;274;1432;571;705;1725;2;488;802;21;851;45;264;251;62;46;5;721;528;1;35;40;4;13;756;1;551;21425;79;244;8;12;8;249;5;69;470;796
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Detmold, Regierungsbezirk;Bielefeld, krfr. Stadt;Anzahl;97;1;-;6;1;931;908;28;22;38;78;29;98;25;65;198;188;12;10;76;162;3;9;25;57;27;21;75;34;3;8;51;35;100;28;2;108;1;1276;84;407;201;349;37;225;97;104;291;-;87;121;4;162;11;42;41;9;8;-;115;87;1;5;7;2;2;132;1;103;3396;3;30;2;3;1;29;3;14;48;95
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Detmold, Regierungsbezirk;Gütersloh, Kreis;Anzahl;88;2;-;5;-;838;825;18;23;23;85;33;97;31;58;176;171;15;13;73;145;2;12;16;52;24;20;60;26;1;4;49;33;96;24;1;96;-;1359;116;357;137;471;30;218;81;110;287;1;75;138;4;110;4;35;33;4;1;-;134;101;-;9;4;-;-;125;-;96;3314;14;36;-;2;1;36;-;6;68;110
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Detmold, Regierungsbezirk;Herford, Kreis;Anzahl;77;1;-;1;-;762;749;14;23;34;58;27;80;19;50;149;147;18;15;71;140;4;14;13;56;13;29;59;23;1;11;66;44;116;20;3;67;-;984;144;251;127;251;34;177;77;76;215;1;68;95;3;133;6;43;41;12;7;-;104;73;-;3;4;-;3;125;-;105;2790;10;24;-;2;3;35;2;12;55;104
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Detmold, Regierungsbezirk;Höxter, Kreis;Anzahl;42;-;-;2;2;373;362;9;7;21;32;15;37;10;22;71;66;9;7;17;71;2;4;7;27;7;11;38;19;2;2;37;26;33;1;-;35;-;730;42;214;97;235;22;131;63;50;158;-;39;79;-;59;3;18;16;2;5;1;45;37;-;3;3;-;-;71;-;59;1668;7;17;1;-;1;30;-;8;31;70
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Detmold, Regierungsbezirk;Lippe, Kreis;Anzahl;110;3;-;4;1;1069;1052;22;29;47;81;36;138;33;87;206;201;21;17;74;207;7;10;27;76;27;33;72;30;1;13;135;87;143;31;3;120;-;1569;142;402;179;435;56;290;116;183;257;-;80;119;7;149;11;45;41;20;8;1;116;81;-;6;10;1;3;84;-;33;3981;16;48;2;1;-;48;-;16;107;172
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Detmold, Regierungsbezirk;Minden-Lübbecke, Kreis;Anzahl;76;1;-;1;1;883;867;16;31;25;81;32;95;22;59;169;166;14;14;73;188;9;15;25;58;23;25;61;27;1;5;88;65;117;23;5;84;-;1555;151;429;202;511;47;235;88;104;294;-;66;159;2;139;4;48;48;9;11;2;110;83;-;5;7;-;3;130;-;96;3644;18;46;2;2;2;35;-;8;88;131
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Detmold, Regierungsbezirk;Paderborn, Kreis;Anzahl;61;1;1;3;-;735;720;13;17;22;55;24;90;22;53;160;154;12;11;55;133;4;11;15;47;16;19;56;23;1;5;86;59;106;24;1;72;-;924;87;280;109;234;48;156;49;78;223;-;73;91;1;99;6;33;31;6;6;1;97;66;-;4;5;1;2;89;-;59;2632;11;43;1;2;-;36;-;5;73;114
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Insgesamt;Anzahl;1222;11;4;43;26;11202;11006;231;285;440;874;412;1251;334;758;2648;2562;173;145;897;1876;65;103;244;663;250;255;798;306;12;105;876;614;1365;241;47;1048;6;15361;1304;4482;2168;4545;555;2486;903;1203;3617;2;1014;1677;52;1826;87;605;550;146;82;12;1367;987;-;84;76;6;10;2280;2;1947;42051;124;468;7;18;21;363;21;134;873;1394
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Bochum, krfr. Stadt;Anzahl;111;-;-;-;5;1197;1173;26;28;40;89;46;135;31;86;290;277;23;21;117;194;8;8;25;75;19;21;76;26;-;9;76;56;194;32;7;114;-;1409;109;419;188;403;64;237;74;109;418;-;97;200;4;188;8;68;62;23;9;1;169;115;-;11;5;-;2;317;-;295;4385;10;47;1;1;2;43;1;12;79;135
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Dortmund, krfr. Stadt;Anzahl;208;2;1;11;9;1749;1716;35;44;61;147;63;191;52;119;450;435;25;20;142;263;10;20;26;101;35;34;115;47;2;20;133;96;178;33;15;152;-;2351;174;716;343;733;71;372;129;158;564;-;153;288;11;311;11;113;107;17;18;2;208;144;-;30;15;-;2;381;1;314;6561;25;66;1;4;2;62;6;31;125;226
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Hagen, krfr. Stadt;Anzahl;82;1;-;4;1;611;603;16;19;29;36;30;69;15;49;154;144;6;6;50;99;6;4;15;39;9;14;39;12;-;4;41;27;72;18;6;59;2;902;81;247;127;271;36;144;67;67;203;-;55;94;4;121;6;27;24;13;5;1;68;54;-;5;6;-;-;96;1;82;2363;6;22;1;-;2;22;1;6;46;75
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Hamm, krfr. Stadt;Anzahl;48;1;-;3;2;580;571;12;17;27;37;30;68;22;34;139;135;8;8;38;98;3;4;14;35;11;13;42;17;1;4;53;36;88;8;5;36;-;677;77;178;77;182;28;115;34;74;174;-;62;63;3;96;2;31;29;6;6;-;61;44;-;10;8;2;-;144;-;118;2061;5;28;-;2;2;15;1;5;49;70
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Herne, krfr. Stadt;Anzahl;57;-;-;-;-;581;571;10;17;27;36;18;65;19;42;144;140;9;9;51;88;2;3;14;25;17;6;46;18;-;1;36;28;93;14;-;39;-;770;41;203;112;273;30;112;37;71;210;-;46;95;-;74;4;30;26;3;1;-;68;55;-;-;3;1;-;166;-;154;2149;4;14;-;1;-;10;-;8;29;47
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Ennepe-Ruhr-Kreis;Anzahl;139;-;-;7;1;1069;1055;23;25;27;89;44;137;37;75;259;252;16;12;69;186;14;10;31;56;22;25;78;28;3;13;72;42;186;20;4;120;2;1455;143;393;192;438;37;240;78;122;325;-;96;147;4;194;15;54;46;21;9;1;136;109;-;1;7;1;-;286;-;238;4203;7;56;1;4;1;45;4;17;104;170
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Hochsauerlandkreis;Anzahl;77;1;-;4;-;733;715;11;12;27;47;25;91;25;57;163;159;15;10;56;141;1;7;17;49;21;27;53;22;2;10;66;46;71;14;1;85;1;1186;110;341;134;382;31;179;82;85;226;1;59;110;8;122;14;36;34;9;8;1;98;74;-;2;4;-;-;112;-;93;2914;16;32;-;2;2;21;2;13;69;105
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Märkischer Kreis;Anzahl;149;2;1;3;1;1349;1327;32;35;58;114;39;124;29;78;325;318;25;21;96;256;5;14;25;99;40;33;97;42;1;21;129;83;128;27;2;109;1;1817;158;495;281;522;81;329;128;129;434;-;153;181;7;230;7;76;67;21;12;3;159;118;-;10;9;1;1;219;-;189;4955;9;60;1;1;2;37;2;16;104;159
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Olpe, Kreis;Anzahl;31;-;-;1;-;352;345;8;8;21;22;18;50;12;28;59;58;2;2;27;63;2;6;9;29;5;8;24;5;-;3;34;28;45;3;-;45;-;592;49;168;87;154;26;110;39;52;121;-;37;52;2;59;3;20;18;2;2;-;33;26;-;2;4;-;-;59;-;56;1421;1;15;-;-;-;10;-;2;24;37
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Siegen-Wittgenstein, Kreis;Anzahl;69;-;1;2;3;764;752;12;25;30;70;33;69;18;45;162;155;9;7;73;131;5;5;16;47;22;12;53;24;2;2;48;36;95;16;4;72;-;1316;94;438;191;413;42;181;75;81;266;-;54;146;3;116;4;40;37;8;1;-;94;64;-;7;6;1;2;115;-;88;3073;11;33;-;-;2;29;-;7;58;94
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Soest, Kreis;Anzahl;107;1;-;6;1;941;924;22;25;38;76;33;116;35;66;198;190;18;14;89;145;3;7;24;43;20;25;71;31;1;7;75;53;85;20;2;106;-;1284;121;417;201;326;39;232;101;98;230;-;73;113;2;122;7;37;33;13;7;3;91;68;-;1;2;-;1;132;-;92;3323;12;48;1;2;1;26;3;9;82;120
Gestorbene;Kreisfreie Städte und Kreise;Nordrhein-Westfalen;Arnsberg, Regierungsbezirk;Unna, Kreis;Anzahl;144;3;1;2;3;1276;1254;24;30;55;111;33;136;39;79;305;299;17;15;89;212;6;15;28;65;29;37;104;34;-;11;113;83;130;36;1;111;-;1602;147;467;235;448;70;235;59;157;446;1;129;188;4;193;6;73;67;10;4;-;182;116;-;5;7;-;2;253;-;228;4643;18;47;1;1;5;43;1;8;104;156
